,qid,docid,docno,rank,score,text,shoeName,query,relevance score
1166,4,435,6374fd7403a96e36ed3d3579,48,4.822437692,The Joe Freshgoods x New Balance 2002R 'Conversations Amongst Us' is a collaborative project with the Black Soles an employee led initative within New Balance to increase representation in the footwear industry. The lifestyle runner arrives in a cream colored hue crafted with ripstop suede leather and translucent TPU. A silver 'N' logo can be found on the profiles while 'Conversations Amongst Us' is inscribed on the back heel of the left and right shoe. The midsole features ABZORB for lightweight cushioning sitting atop an amber translucent rubber outsole.,New Balance 2002R Joe Freshgoods Conversations Amongst Us,Shoes that can save your knees,4
1167,4,3250,6374fd9603a96e36ed3d43be,49,4.822437692,Inspired by the original instant camera the Nike Dunk Low SB x Polaroid delivers a colorful take on the lifestyle skate shoe. The upper arrives in black nubuck with white leather on the back heel piece featuring a debossed Polaroid photo logo. A stacked trio of colored Swooshes in red yellow and blue adorn the profiles while a small line of embroidery continues the technicolor theme. Co-branding can be found on the sockliner along with 'Nike' and 'Polaroid' stitched on the back heel.,Nike SB Dunk Low Polaroid,Shoes that can save your knees,0
1168,5,1263,6374ff50c30ceb3748b489ac,0,10.58476817,One of the initial Air Jordan 1 line colorways the 'Black Toe' Air Jordan 1 Retro grew in popularity after being featured in several Nike promotional campaigns (including the picture inspired by the Jordan logo itself). Surprisingly however Jordan only wore this colorway in a couple of games improving its popularity.,Jordan 1 Retro Black Toe (2016),Most popular running shoe now,0
1169,5,1420,6374fd7803a96e36ed3d3c15,1,7.815460549,The Cortez Basic Nylon 'Compton' pays tribute to the silhouette's popularity in Compton. Featuring a black nylon upper with suede overlays on the eyelets toe and heel the heel patch sports 'Compton.' The heel also sports 'CPT' in metallic gold with more metallic gold on the lace deubré and tongue tag.,Nike Cortez Basic Nylon Compton,Most popular running shoe now,4
1170,5,449,6374fd7403a96e36ed3d35a9,2,7.8061922,Reuniting the classic footwear brand with the Boston-based sportswear brand is the Salehe Bembury x New Balance 574 YURT 'Team Forest Green.' The updated version of the popular lifestyle runner has an earthy palette that leans into the shoe's trail running history. A high-pitch whistle is built into the back of the upper crafted from navy open mesh with reflective detailing and shaggy suede overlays in a dark grey finish. A tonal 'N' logo is outlined in crimson leather while a small tab on the lateral side displays Salehe Bembury branding. It's built on a segmented midsole with ABZORB SBS cushioning in the heel and a ROLLBAR support post for improved stability.,New Balance 574 YURT Salehe Bembury Team Forest Green,Most popular running shoe now,4
1171,5,3053,6374fd9603a96e36ed3d4041,3,7.731944368,Released in 2014 the Air Flightposite 2014 'Carbon Fiber' brings back a popular colorway of the silhouette. The simple look features a black carbon fiber upper with neoprene accents on the collar and eyestay while contrasting white emerges on the branding. The shoe's zippered closure opens up to reveal traditional laces.,Nike Air Flightposite Carbon Fiber (2014),Most popular running shoe now,0
1172,5,2926,6374feb3eae4ab372ce3eb88,4,7.662954553,The Black Fives x Clyde Mid 'Creme Brulee' is the result of a collaboration with the nonprofit whose focus is to highlight African-Americans in basketball before the NBA. As a result the shoe's lateral heel includes 'Make History Now' the foundation's motto. The shoe itself is built with canvas bolstered by tonal suede and highlighted by a stylized chenille Formstrip. Underfoot the rubber midsole sports a distressed finish to add a vintage touch.,Puma Clyde Mid Black Fives,Most popular running shoe now,0
1173,5,1832,6374fd8803a96e36ed3d3eb8,5,7.500951417,The adidas UltraBoost Guard is a robust version of the revolutionary sneaker now retooled for the trail. Arrived in November 2019 this version's black Primeknit upper shows off a Three-Stripes midfoot saddle connected to the lacing system and a red Fitcounter heel for lockdown. A synthetic mudguard with grey stripes repels water. Riding on a redesigned Continental Rubber outsole the coordinating Boost midsole features multilingual branding.,adidas Ultra Boost Guard Black Grey Scarlet,Most popular running shoe now,3
1174,5,606,6374fd7403a96e36ed3d384f,6,7.310079385,The Concepts x 999 Made in USA ‘Hyannis Blue’ dropped in 2017 as remastered version of the immensely popular New Balance 999 ‘Kennedy’ from 2011. Unlike its predecessor the ‘Hyannis’ is made in the USA featuring a nautical-inspired theme executed in mesh pigskin suede and embossed nubuck. The blue colorway released alongside an extremely limited red colorway at ComplexCon.,New Balance 999 Concepts Hyannis Blue,Most popular running shoe now,4
1175,5,1855,6374fd8803a96e36ed3d3edb,7,7.310079385,First launched in 2016 adidas reintroduced the popular UltraBoost 2.0 LTD ‘Lady Liberty’ colorway in December 2018. The new version's Primeknit upper combines mint green and grey amid a solid midfoot cage and heel counter. The flexible upper sits above a solid white Boost midsole and black Continental rubber outsole.,adidas Ultra Boost 2.0 Antique Brass,Most popular running shoe now,4
1176,5,2933,6374feb3eae4ab372ce3ebe3,8,7.232135903,With the launch of the Tetris x RS-X '35th Anniversary' PUMA celebrates the massively popular video game first created in 1984. The lifestyle runner features a black textile and leather upper accented by vibrant pops of color and a graphic on the heel overlay that depicts stacked Tetriminos. Dual PUMA and Tetris branding on the woven tongue tag is the finishing touch.,Puma RS-X Tetris,Most popular running shoe now,0
1177,5,2784,6374feb3eae4ab372ce3e931,9,7.213755607,Made in collaboration with the nonprofit dedicated to honoring African-American basketball history before the NBA the Black Fives x Future Rider 'Star Sapphire Maize' emerges with a vibrant look. The shoe's upper is built with a mix of mesh textile and suede finished in white black Star Sapphire and Maize. A stylied chenille Formstrip marks the side wall while underfoot the injection-molded EVA midsole sports 'Make History Now' the foundation's motto.,Puma Future Rider Black Fives,Most popular running shoe now,1
1178,5,1239,6374ff50c30ceb3748b48980,10,7.155837025,The Air Jordan 1 Low 'Shattered Backboard' delivers a chopped down version of the massively popular colorway of the sneaker that started it all. Like its predecessor this low-top edition features a blend of white black and orange on the upper built with leather and nubuck instead of the all-leather construction of the high-top. Branding elements include a Jumpman on the tongue and the Wings logo on the heel.,Jordan 1 Low Shattered Backboard,Most popular running shoe now,0
1179,5,2820,6374feb3eae4ab372ce3e99d,11,7.076071335,Made in collaboration with the Black Fives Foundation a nonprofit dedicated to preserving and teaching the pre-NBA history of Black basketball players the Black Fives x Suede Classic 'Star Sapphire' dropped in June 2021. Built with suede the shoe's upper appears in blue sporting a color-blocked chenille Formstrip on the side wall. Yellow suede marks the tongue which sports PUMA and Black Fives branding while the off-white rubber midsole includes 'Make history now.',Puma Suede Classic Black Fives,Most popular running shoe now,1
1180,5,3184,6374fd9603a96e36ed3d425f,12,6.941251287,A pre-school shoe the Dunk Low PS 'Triple Pink' also known as 'Barbie' revists the popular basketball silhouette in an interesting new hue. The leather upper offers a new take away the traditional two-tone color blocking with a light pink base and overlays accented by a hot pink Nike Swoosh. A breathable nylon tongue and rubber outsole secure the build of the sneaker.,Nike Dunk Low Triple Pink (PS),Most popular running shoe now,0
1181,5,129,6374feabeae4ab372ce3e6a4,13,6.866088674,The Footpatrol x Gel Lyte 3 ‘Squad’ dropped in 2015 marking the 25th anniversary of ASICS’ popular silhouette. The collaboration takes inspiration from Footpatrol’s original gas mask logo highlighted by an Olive Branch pig skin suede upper with perforated detailing on the toe box and quarter panels. Black suede tiger stripes appear on the lateral side while tonal stripes adorn the opposite side.,ASICS Gel-Lyte III Footpatrol Squad,Most popular running shoe now,0
1182,5,303,6374ff4bc30ceb3748b48456,14,6.866088674,Los Angeles design workshop Bristol Studio released its own take the adidas Crazy BYW resulting in the Bristol Studio x Crazy BYW ‘SharpShooter.’ The outlandish basketball silhouette features a mix of textured mesh suede and faded canvas on its Collegiate Navy and white upper. A popular Boost midsole and a gum outsole add a retro feel while ‘Bristol’ on the lateral side gives the nod to the collaboration.,adidas Crazy BYW Bristol Studio SharpShooter,Most popular running shoe now,0
1183,5,210,6374feabeae4ab372ce3e843,15,6.72983908,The ASICS Gel Nimbus 21 SPS 'Academic Scholar' is drawn from a three-piece pack inspired by trad preppy style popularized by Ivy League schools in the 1950s. A snug fit comes courtesy of a jacquard mesh upper finished in a contrasting blend of burgundy hunter green and navy blue. The lightweight build sits atop a FLYTEFOAM Propel midsole equipped with GEL cushioning in the forefoot and heel for a plush ride.,ASICS Gel-Nimbus 21 Academic Scholar Pack,Most popular running shoe now,4
1184,5,2772,6374feb3eae4ab372ce3e90e,16,6.663722148,Celebrating the popular sandbox video game is the Minecraft x PUMA Suede 'Grass Block.' Its' lush earth tones are inspired by the game's most common biomes the plains. Pixelated detailing is applied to the brown suede upper and green leather Formstrip which is layered over a second blue Formstrip on the sneaker's lateral side with a creeper graphic on the woven tongue tag and a custom PUMA and Minecraft branding sockliner. It's built on a white rubber cupsole.,Puma Suede Minecraft,Most popular running shoe now,0
1185,5,1732,6374fd8803a96e36ed3d3ded,17,6.632973897,The Game Of Thrones x UltraBoost 4.0 'Night's Watch' released as part of a larger collection in March 2019. Inspired by the men who protect the Wall the shoe's Primeknit upper appears in a patterned mix of black and grey with white on the toe overlay and 'Night's Watch' heel tag. A Three-Stripes lacing cage and external heel counter support the fit with a white Boost midsole and prominent outsole pattern providing cushioning and traction. 'Take the Black' appears on the aglets with 'Night Gathers and Now My Watch Beings' on the inside of the tongue.,adidas Ultra Boost 4.0 Game of Thrones Nights Watch,Most popular running shoe now,4
1186,5,2994,6374fd4703a96e36ed3d1a7c,18,6.535310554,Popular in the 1980s the Air Zoom Mariah Flyknit Racer ‘Grey’ saw a new release in 2018 complete with a revamped build of its sock-like upper that takes elements from the more modern Flyknit Racer. The resulting Air Zoom Mariah Flyknit Racer ‘Grey’ features a breathable Flyknit upper finished in a mixed white color scheme contrasted with subtle dark grey Swoosh and tongue branding. Zoom Air in the midsole provides cushioning.,Nike Air Zoom Mariah Flyknit Racer Pure Platinum Light Bone,Most popular running shoe now,3
1187,5,3130,6374fd9603a96e36ed3d4158,19,6.535310554,Delivering a two-tone colorway of Kanye West's popular lifestyle runner is the adidas Yeeezy Boost 350 V2 'Dazzling Blue.' The minimalist upper is constructed with flexible Primeknit pitched to a solid black hue with contrasting threads woven throughout. A royal blue streak cuts through the lateral side complete with signature SPLY-350 branding. Responsive cushioning arrives via a full-length Boost midsole wrapped in a semi-translucent TPU cage.,adidas Yeezy Boost 350 V2 Dazzling Blue,Most popular running shoe now,0
1188,5,1217,6374ff50c30ceb3748b48956,20,6.344853442,Jordan Brand paid homage to an old ad campaign classic by releasing the Jordan 6 Retro Hare now available on StockX. The Hare colorway originally made its debut on an Air Jordan 7 in one of the first Jordan ads that featured Bugs Bunny. Jumpman keeps the tradition alive by transferring this iconic colorway to a new silhouette.This Jordan 6 consists of a white leather upper with grey underlays and a red detailing. A translucent tongue patterned outsole and a purple Jumpman on the heel complete the design.These sneakers released in April of 2020 and retailed for $190.,Jordan 6 Retro Hare,Most popular running shoe now,0
1189,5,1036,6374ff50c30ceb3748b48814,21,6.299270883,Inspired by a popular card game among NBA athletes the Air Jordan 1 Low SE 'Spades' emerges with a bold colorway modeled after the back of playing cards. As a result the shoe's quarter panel and forefoot include an embossed paisley print throughout finished in black and University Red. The Swoosh branding accents the look in metallic gold matched by the 'K' and 'Q' on the lateral forefoot of the left and right shoes. The tongue tag includes a spade while underfoot an Air midsole offers the usual cushioning.,Jordan 1 Low Spades,Most popular running shoe now,0
1190,5,2939,6374feb3eae4ab372ce3ec1a,22,6.290986228,"The women's Puma Pointed Creeper was made in collaboration with Rihanna's Fenty imprint. Nicknamed the ""Dove"" edition this pair sports a full patent leather upper sitting atop a pointed creeper sole. They were one of two colorways that dropped alongside each other. Their release date was October 12th 2017 and they were available at select Puma retailers worldwide. Available exclusively for women they retailed for $160. Fans of Ri-Ri can rep her all-day everyday in the Puma Pointed Creeper. If you're interested in buying a pair you can do so online now. Those that have pairs to sell can list them up on the marketplace so people can start putting their bids in asap.",Puma Pointy Creeper Rihanna Fenty Patent Dove (W),Most popular running shoe now,0
1191,5,2835,6374feb3eae4ab372ce3e9d2,23,6.238025969,Here's another colorway of the women's Puma Pointed Creeper. Made in collaboration with Rihanna and her Fenty label this pair comes in an all-black colorway. Featuring a black-based patent leather upper sitting atop a pointed creeper sole. Their release date was October 12th 2017 and they were available at select Puma retailers worldwide. Available exclusively for women they retailed for $160. Fans of Ri-Ri can rep her all-day everyday in the Puma Pointed Creeper. If you're interested in buying a pair you can do so online now. Those that have pairs to sell can list them up on the marketplace so people can start putting their bids in asap.,Puma Pointy Creeper Rihanna Fenty Patent Black (W),Most popular running shoe now,0
1192,5,1235,6374ff50c30ceb3748b48977,24,5.538627349,Jordan Brand meshed luxe materials with functional design to create the Jordan 3 Retro SE Animal Pack Fur now available on StockX. While the first Jordan 3 SE Animal Instinct featured faux fur inspired by Zebras and Giraffes this release delivers a cold-blooded approach primarily using reptilian-inspired materials throughout the upper.The Jordan 3 Retro Animal Instinct 2.0 is comprised of a black croc-textured leather upper with snake and ostrich inspired overlays. Green yellow red and grey detailing prevalent throughout the silhouette. A red Jumpman logo paired with a white sole and yellow heel tabs completes the design. These sneakers released in June of 2020 for $225.,Jordan 3 Retro SE Animal Instinct 2.0,Most popular running shoe now,0
1193,5,3248,6374fd9603a96e36ed3d43b3,25,5.479413795,The Honey Nut Cheerios is out again with  Crocs Classic Clog Honey Nut Cheerios which is becoming popular with all gender. Also the clog is dressed in attractive orange and white honey nut colorways with a perforated optional sport mode. This Crocs design comes with air conditioning that facilitates the shedding of sand particles and/or water as well as improving breathability. The design comes with an image of honey nut cheerios resting at home for jibbitz part. The Crocs Honey Nut Cheerios are made out of Croslite TM material which is neither plastic nor rubber. The retail price of the Crocs Classic Clog Honey Nut Cheerios at the time of its release on June 17 2022 was $60.,Crocs Classic Clog Honey Nut Cheerios,Most popular running shoe now,0
1194,5,1152,6374ff50c30ceb3748b488e0,26,5.3535774,This Air Jordan Zion 1 Naruto Sage of the Six Paths is dedicated to the popular anime series and introduces reverse black and white color blocking on the right and left shoes.The Air Jordan Zion 1 Naruto Sage of the Six Paths neutral tones nod Hagoromo Otsutsuki aka the Sage of Six Paths. His crimson third eye hue can be found on the tongue a set of forefoot bands and Zion’s signature on the heel tab. The sneaker sits atop a full-length Phylon midsole with an energy-returning Zoom Air unit in the forefoot.The Air Jordan Zion 1 Naruto Sage of the Six Paths was released in May 2022 and retailed for $130.,Jordan Zion 1 Naruto Sage of the Six Paths,Most popular running shoe now,0
1195,5,143,6374feabeae4ab372ce3e6e6,27,5.153430474,"This Asics Gel-Lyte V was made in collaboration with European sneaker convention Sneakerness. Known as the ""Passport"" edition they draw inspiration from  the European passport. The sneaker features a premium burgundy suede upper with metallic gold stripes on the medial sides. Sneakerness branding on the tongue insoles and laces are finished off by a white midsole and gum rubber outsole. Limited to 100 pairs the Sneakerness x Asics Gel-Lyte V ""Passport's"" release date was September 9th 2017. They were available exclusively at the Sneakerness Paris show which was held from September 9-10. If you're a hardcore Asics fan and love the Gel-Lyte V silhouette you already know you need to own a pair. Didn't make it to the event? Don't worry we got you covered. You can buy a pair from our marketplace right now. Those lucky few who got a pair and are looking to sell can check what they're going for online today.",ASICS Gel-Lyte V Sneakerness Passport,Most popular running shoe now,3
1196,5,1348,6374fd7803a96e36ed3d39ba,28,4.730802003,The Wmns Huarache Run Print 'Aloha' works an Aloha print subtly into its running design. The textured red leather and neoprene upper which also includes mesh at the toe sports a vibrant print underneath its overlays and heel counter. A Sail midsole houses Air cushioning while a black outsole provides traction.,Nike Air Huarache Run Print Aloha (W),Most popular running shoe now,1
1197,5,1426,6374fd7803a96e36ed3d3c27,29,4.627985076,The Roshe Run 'Midnight Navy' features a stark two-tone colorway on its performance running design. The shoe's seamless mesh upper is finished entirely in Midnight Navy save for the black Swoosh on the quarter panel. Underfoot the white tooling adds contrast with a waffle pattern for traction. A rubber insole is included for comfort.,Nike Roshe Run Navy Black White,Most popular running shoe now,3
1198,5,361,6374ff4bc30ceb3748b48553,30,4.587619527,The Wmns React Phantom Run Flyknit 2 'True White Silver' features an almost-monochromatic look on its everday running construction. Built with Flyknit the upper is supported by Flywire cables. The heel counter adds color in silver while tongue and heel pull-loops provides easy on and off. Underfoot a React foam midsole is included for cushioning.,Nike React Phantom Run Flyknit 2 White Pure Platinum (W),Most popular running shoe now,3
1199,5,1322,6374fd7803a96e36ed3d3953,31,4.558439227,The Zoom Gravity 'Black' brings a simple colorway to its running construction. Designed for shorter runs the shoe's upper is built with aerodynamic mesh finished primarily in black with silver around the Swoosh branding. An upturned collar is designed to reduce Achilles irritation while underfoot the dual-density foam midsole includes Zoom Air in the forefoot for cushioning.,Nike Zoom Gravity Black Metallic Silver,Most popular running shoe now,3
1200,5,1529,6374fd5403a96e36ed3d215d,32,4.558439227,The Air Zoom Pegasus 36 'Tokyo Running Pack' released alongside matching apparel and accessories. Drawing from Japanese running culture the shoe's mesh upper sports a vibrant multicolor design with Flywire cables contributing to a locked-down fit. Underfoot Zoom Air provides cushioning giving way to a waffle rubber outsole for traction.,Nike Air Zoom Pegasus 36 AS Floral,Most popular running shoe now,3
1201,5,1446,6374fd7903a96e36ed3d3c6b,33,4.526442688,The Wmns Joyride Run Flyknit 'Oreo' is a women's performance running shoe. The shoe's upper is built with black Flyknit with a stretchy inner sleeve for a slip-on fit. The lacing system includes independent upper eyelets for a more secure fit while underfoot the contrasting white midsole includes visible TPE beads in the heel with the element also visible underfoot.,Nike Joyride Run Flyknit Oreo (W),Most popular running shoe now,3
1202,5,1323,6374fd7803a96e36ed3d3956,34,4.457953976,The Wmns React Infinity Run Flyknit Premium 'Violet Ash' brings a vibrant look to its performance running construction. The shoe's one-piece Flyknit upper sports a neutral finish overlaid by a no-sew skin around the heel with geometric designs. Underfoot the React foam midsole sports an elevated stack height and further color giving way to a rubber outsole for traction.,Nike React Infinity Run Flyknit Premium Pink Blast (W),Most popular running shoe now,4
1203,5,1358,6374fd7803a96e36ed3d39f0,35,4.457953976,The Wmns React Phantom Run Flyknit 2 'Teal Tint Aurora' brings a subdued look to its everyday running construction. The shoe's upper is built with Flyknit supported by Flywire cables around the midfoot. The slip-on design is bolstered by an external heel counter while underfoot a white React foam midsole provides cushioning. Tongue and heel pull-loops up top provide easy on and off.,Nike React Phantom Run Flyknit 2 Teal Tint (W),Most popular running shoe now,3
1204,5,677,6374fd6e03a96e36ed3d34a2,36,4.425436401,The React Infinity Run Flyknit 2 'Particle Grey' features a subdued look on its performance running construction. The shoe's upper is built with Flyknit finished in grey and secured by Flywire cables. A heel pull-loop provides easy on and off while the white Swoosh branding is matched underfoot by the React foam midsole which provides cushioning. A rocker shape in the midsole is designed to promote a more natural stride.,Nike React Infinity Run Flyknit 2 Particle Grey,Most popular running shoe now,4
1205,5,240,6374ff4bc30ceb3748b4834b,37,4.420385273,Launching in 2019 as part of a four-piece ‘Icons’ Pack the InstaPump Fury 'Running Dual' features a design that replicates the look of the classic Reebok Pump Running Dual from 1992. Details include a white ballistic mesh upper with matching white on the inflatable cage red nylon pull loops at the tongue and heel and contrasting red and blue leather overlays along the toe.,Reebok Instapump Fury Icons Pack Running Dual,Most popular running shoe now,2
1206,5,2953,6374fd4703a96e36ed3d1a0d,38,4.363809943,A women's shoe the Wmns Joyride Run Flyknit 'Bright Mango' features a simple upper with vibrant tooling on its performance running construction. The shoe's upper is built with Flyknit finished in white and supported by a heel overlay worked into the upper eyelets. An orange heel pull-loop provides easy on and off while adding a hit of color while underfoot the midsole includes visible TPE beads in the heel for cushioning.,Nike Joyride Run Flyknit White Bright Mango Racer Blue (W),Most popular running shoe now,4
1207,5,1298,6374fd7803a96e36ed3d391d,39,4.330669594,The React Phantom Run Flyknit 2 'Red Orbit' sports a vibrant contrasting look on its performant running construction. Built with Flyknit the shoe's upper is supported by Flywire cables at the midfoot eliminating the need for traditional laces. A heel counter is included for stability while tongue and heel pull-loops provide easy on and off. Underfoot a React foam midsole provides cushioning giving way to a rubber outsole for traction.,Nike React Phantom Run Flyknit 2 Red Orbit,Most popular running shoe now,3
1208,5,1410,6374fd7803a96e36ed3d3bf4,40,4.241883013,The Wmns ZoomX Invincible Run Flyknit 'White Black' is a performance running shoe that incorporates a stylized mix of classic hues into its construction. The shoe's Flyknit upper appears with black and white woven into its build sporting targeted zones of breathability. An external heel counter is included for cushioning while underfoot a speckled ZoomX foam midsole offers cushioning. A modified waffle pattern on the data-informed rubber outsole is included for traction.,Nike ZoomX Invincible Run Flyknit White Black (W),Most popular running shoe now,5
1209,5,1366,6374fd7803a96e36ed3d3a32,41,4.212458488,Featuring a vibrant look the Flex 2020 RN 'University Red' is a running shoe designed for shorter runs. Built with stretch mesh the shoe's upper sports a mix of University Red and black with internal straps worked into the lacing system for support. A deconstructed heel supports the fit while dual pull-loops provide easy on and off. Underfoot the contrasting dual-density foam midsole gives way to flex grooves on the outsole for traction.,Nike Flex 2020 RN University Red,Most popular running shoe now,3
1210,5,673,6374fd6e03a96e36ed3d349b,42,4.210453262,Adding to the long-running Pegasus line the Air Zoom Pegasus 38 'Black' brings a monochromatic look to its performance running construction. Featuring a new last the shoe's upper is built with engineered mesh with a wider toe box supporting the fit. Internal webbing straps help secure the lacing system while underfoot the tooling borrowed from the Pegasus 37 brings together full-length React and forefoot Zoom Air to provide cushioning.,Nike Air Zoom Pegasus 38 Triple Black,Most popular running shoe now,3
1211,5,1586,6374fd5403a96e36ed3d22a8,43,4.210453262,The Air Zoom Pegasus 36 Trail 'Cargo Khaki' emerges with a colorful mix of hues on its running construction. Designed for uphill running the shoe features an Engineered Mesh upper with synthetic overlays at the toe heel and eyestay. Finished in black and Cargo Khaki a Team Gold Swoosh contrasts the side wall. Underfoot a Cushlon and Zoom Air midsole provides cushioning giving way to a lug-style outsole in Ocean Cube.,Nike Air Zoom Pegasus 36 Trail Cargo Khaki,Most popular running shoe now,3
1212,5,226,6374ff4bc30ceb3748b482fa,44,4.181435029,Featuring branding elements from Pharrell's streetwear brand Nigo and Sk8thing is the BBC Ice Cream x Pharrell x adidas NMD Human Race 'Running Dog.' This slip-on features a lush green Primeknit textile upper with BBC's Running Dog logo embroidered across the vamp of the right and left shoe. Mismatched Ice Cream and adidas branding is stamped on the contrasting brown leather heel tabs with a full-length Boost midsole.,adidas NMD Hu Pharrell x Billionaire Boys Club Running Dog Green,Most popular running shoe now,1
1213,5,1380,6374fd7803a96e36ed3d3bbc,45,4.148196817,Tailored for a fusion of stability and ultra-comfortable cushioning Nike's React Infinity Run works to reduce running injuries. Revealed in January 2020 this version is outfitted with a Flyknit bootie for a snug fit bright collar trim and a distinctive lacing system. Gradient-hued layers on the counter display redesigned Swooshes. Secured by a Pink Blast heel clip the exaggerated React foam midsole promotes a smooth ride on the outsole's full tread.,Nike React Infinity Run Platinum Tint Pink Blast,Most popular running shoe now,4
1214,5,710,6374fd6e03a96e36ed3d34f3,46,4.096732016,The Gyakusou x ZoomX Vaporfly NEXT% 'Midnight Spruce Burgundy' was designed in collaboration with Jun Takahashi's running club. The shoe's upper is built with VaporWeave bolstered by no-sew overlays and finished in a subdued series of hues. The lateral forefoot includes 'Gyakusou International Running Association' with further 'Gyakusou' branding on the quarter panel. Underfoot a ZoomX foam midsole provides cushioning working with a carbon-fiber spring plate for energy return giving way to flex grooves on the rubber outsole.,Nike ZoomX Vaporfly Next% Gyakusou Green,Most popular running shoe now,4
1215,5,1418,6374fd7803a96e36ed3d3c10,47,4.044141347,The React Infinity Run Flyknit 2 'Racer Blue Cyber' brings vibrant accents to a running shoe designed for performance. The shoe's upper is built with Flyknit that's finished in a mix of black and grey incorporating strengthened zones around the toe eyestay and heel. Supported by integrated Flywire cables and a Racer Blue external heel counter the upper is also highlighted by a Cyber Swoosh. Underfoot a rocker React midsole provides cushioning while promoting a more natural stride giving way to a rubber outsole for traction.,Nike React Infinity Run Flyknit 2 Black White Racer Blue Cyber,Most popular running shoe now,4
1216,5,198,6374feabeae4ab372ce3e7f7,48,4.042144711,Made in collaboration with the British designer the Vivienne Westwood x Gel Kayano 27 DE 'White Lichen Rock' emerges with a stylized look on its performance running construction. Built with ripstop the shoe's upper appears in white supported by a translucent heel counter and no-sew forefoot overlay. A partial mesh overlay runs to the midfoot while printed Tiger stripes and Vivienne Westwoord's Orb logo grace the quarter panel. Underfoot a speckled FlyteFoam midsole provides cushioning working with the Gel that's visible in the heel.,ASICS Gel-Kayano 27 Vivienne Westwood White Lichen Rock,Most popular running shoe now,4
1217,5,1590,6374fd5403a96e36ed3d22d1,49,4.037697192,The Women's Air Zoom Pegasus 35 RN SHLD 'Vast Grey' dropped on January 1 2019 is outfitted for cold weather running with a resilient build that repels the elements. Constructed with an attached synthetic eyestay layer over the water-repellent textile upper this four-season Nike sneaker makes sure that dirt debris and mud won't impede your runs. The foot is made secure by a toggle lacing system while full-length Zoom Air cushioning allows for a bouncy stride.,Nike Air Zoom Pegasus 35 RN Shield Vast Grey (W),Most popular running shoe now,4
1218,6,793,6374ff50c30ceb3748b48643,0,12.22865138,Taking cues from the first release of the 'Taxi' AJ12 the Air Jordan 12 Retro 'Black Taxi' blacks out the championship silhouette in a stealthy makeover. Smooth black leather panels make up the upper paired with a black pebbled mudguard. A blacked out midsole and outsole continue the look contrasted only by Taxi hits on the Jumpman and Two3 graphics on the tongue eyelets and a molded panel on the side with 'Jumpman' branding. A small Taxi Jumpman logo peeks out from the outsole where a carbon fiber plate is there for stability and Zoom Air units for cushioning.,Jordan 12 Retro Black Taxi,I need a pair of carbon plated shoes,4
1219,6,143,6374feabeae4ab372ce3e6e6,1,11.90718484,"This Asics Gel-Lyte V was made in collaboration with European sneaker convention Sneakerness. Known as the ""Passport"" edition they draw inspiration from  the European passport. The sneaker features a premium burgundy suede upper with metallic gold stripes on the medial sides. Sneakerness branding on the tongue insoles and laces are finished off by a white midsole and gum rubber outsole. Limited to 100 pairs the Sneakerness x Asics Gel-Lyte V ""Passport's"" release date was September 9th 2017. They were available exclusively at the Sneakerness Paris show which was held from September 9-10. If you're a hardcore Asics fan and love the Gel-Lyte V silhouette you already know you need to own a pair. Didn't make it to the event? Don't worry we got you covered. You can buy a pair from our marketplace right now. Those lucky few who got a pair and are looking to sell can check what they're going for online today.",ASICS Gel-Lyte V Sneakerness Passport,,0
1220,6,1151,6374ff50c30ceb3748b488df,2,11.61036905,The Air Jordan 12 Retro 'Dark Concord’ is built with black suede highlighted by Dark Concord accents on the side Jumpman badge on the side profile and lace loops. Underfoot Zoom Air cushioning works with a carbon fiber midsole plate to provide cushioning and stability.,Jordan 12 Retro Black Dark Concord,I need a pair of carbon plated shoes,4
1221,6,3040,6374fd4703a96e36ed3d19e2,3,11.47502944,The Zoom VaporFly 4% 'Blue Fox' features a subdued Flymesh upper in Blue Fox with a tonal oversized Swoosh extending to the forefoot. Contrasted underfoot by a Bright Crimson stripe along the ZoomX midsole the cushioning unit sports an integrated carbon-infused plate for added support.,Nike Zoom Vaporfly 4% Blue Fox,I need a pair of carbon plated shoes,5
1222,6,3042,6374fd4703a96e36ed3d19e4,4,10.96381783,Nike’s Zoom Vaporfly 4% was designed with record-breaking marathon runners in mind. Fit for performance the ‘Obsidian’ edition features a seamless Flyknit upper in navy blue securing Flywire cables in green and an off-white Lunarlon sole unit that comes equipped with a full-length carbon-infused nylon plate.,Nike Zoom Vaporfly 4% Obsidian,I need a pair of carbon plated shoes,5
1223,6,3039,6374fd4703a96e36ed3d19e0,5,10.84305354,Nike’s Breaking2 program was initiated to achieve a sub-two-hour marathon time and the Zoom Vaporfly 4% was developed as a part of that. This ‘Vast Grey’ colorway features a neutral tone on the Flymesh upper while long streaks of blue and red accent the ZoomX foam midsole where a full-length carbon fiber plate additionally sits.,Nike Zoom Vaporfly 4% Vast Grey,I need a pair of carbon plated shoes,5
1224,6,402,6374ff4bc30ceb3748b485ad,6,10.73218751,Based on the prototype shoe worn by Eliud Kipchoge when he unofficially broke the two-hour marathon barrier in October 2019 the Air Zoom Alphafly Next% 'Lime Blast' is a performane runner. Built with the lighter more breathable AtomKnit the shoe's upper is supported underfoot by a ZoomX midsole with Zoom Air in the forefoot. A carbon fiber plate provides stability.,Nike Air Zoom Alphafly Next% Black Electric Green,I need a pair of carbon plated shoes,5
